,Unnamed: 0,Name,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance,Nombre,Mes
400,17,3-4,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,8605575,11705932,7366848,2603575,2062898,,3,4
401,18,3-4,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,3549849,84588,18788,21357,4568397,,3,4
402,19,3-4,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,5071000,4069063,4901513,688043,98181,,3,4
403,20,3-4,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,171013,327916,414665,408144,397348,,3,4
404,21,3-4,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,1922010,3837770,3894770,4160529,103258,,3,4
405,22,3-4,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,1892399,0,34220,12500,3034479,,3,4
406,23,3-4,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,4616625,4898351,4894811,4647920,5686843,,3,4
407,24,3-4,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,0,0,0,1651210,0,,3,4
408,0,3-5,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,42629,2486410,427152,2371294,2100028,,3,5
409,1,3-5,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,40840,26385,18781,68710,35030,,3,5
410,2,3-5,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,1001086,1305560,1779997,1323185,1001009,,3,5
411,3,3-5,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,8332329,1173622,1128405,1799003,1145449,,3,5
412,4,3-5,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,713182,2456882,2445292,1493117,951716,,3,5
413,5,3-5,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,779210,657611,659898,5808071,0,,3,5
414,6,3-5,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,-2083782,2505973,2268976,1276809,3077589,,3,5
415,7,3-5,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,155997,51578,55101,538480,575473,,3,5
416,8,3-5,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,590132,168290,168290,122836,288777,,3,5
417,9,3-5,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,406436,289550,403374,495241,445141,,3,5
418,10,3-5,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,4495105,7136384,7166374,7134732,1664445,,3,5
419,11,3-5,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,-918954,3738684,2027270,3497041,6463823,,3,5
420,12,3-5,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,1689752,28396,28396,535128,534098,,3,5
421,13,3-5,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,5961680,4488186,3738591,2648868,1233429,,3,5
422,14,3-5,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,3602479,1383345,1323195,642800,349638,,3,5
423,15,3-5,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,3564823,4288998,4250494,855909,463704,,3,5
424,16,3-5,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,891103,586607,531607,529963,516651,,3,5
425,17,3-5,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,579651,2114129,2149884,2721645,840655,,3,5
426,18,3-5,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,434389,233978,50828,108988,86108,,3,5
427,19,3-5,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,5540943,3409307,918351,170494,726367,,3,5
428,20,3-5,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,894411,654652,683898,517538,414246,,3,5
429,21,3-5,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,154331,15527,7537,61046,4200092,,3,5
430,22,3-5,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,2025692,2334419,2329599,1854206,1114974,,3,5
431,23,3-5,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,13563187,205784,208944,178349,4647920,,3,5
432,24,3-5,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,0,0,0,2517374,1651210,,3,5
433,0,3-6,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,396966,1892255,1892255,2004587,427867,,3,6
434,1,3-6,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,51691,32994,25844,22480,53171,,3,6
435,2,3-6,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,744197,972434,1326677,1882915,1163022,,3,6
436,3,3-6,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,4477303,9496712,9274760,5714355,2038814,,3,6
437,4,3-6,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,248381,4390071,4377429,3019208,1038942,,3,6
438,5,3-6,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,1870451,1376886,412500,0,693898,,3,6
439,6,3-6,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,879586,1181110,2884124,3884751,3386423,,3,6
440,7,3-6,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,-9658241,270536,143056,965862,71856,,3,6
441,8,3-6,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,49904,984409,985225,102435,195668,,3,6
442,9,3-6,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,1566221,130606,74436,135632,848134,,3,6
443,10,3-6,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,148473,713156,713156,693635,3764055,,3,6
444,11,3-6,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,2724557,3906037,4761128,7970247,10134876,,3,6
445,12,3-6,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,7272776,910609,294116,28400,24583,,3,6
446,13,3-6,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,832299,245191,210860,1709810,1984420,,3,6
447,14,3-6,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,25790,1997319,1729919,791526,170103,,3,6
448,15,3-6,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,-1529056,5207591,5276889,1916738,910987,,3,6
449,16,3-6,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,101590,270950,310450,354030,350989,,3,6
450,17,3-6,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,66698,536226,2690946,413145,3421636,,3,6
451,18,3-6,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,346057,329015,568765,540088,164028,,3,6
452,19,3-6,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,5438619,1204923,3525608,4981322,455186,,3,6
453,20,3-6,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,798235,190101,188162,356532,263375,,3,6
454,21,3-6,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,84611,63061,57578,243751,202020,,3,6
455,22,3-6,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,485707,2638098,2642918,51143,1795435,,3,6
456,23,3-6,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,33679,8221290,8219250,2726035,179249,,3,6
457,24,3-6,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,7200,7200,7200,0,2517374,,3,6
458,25,3-6,465: MUNICIPALIDAD METROPOLITANA DE LIMA,24686,24686,0,0,0,,3,6
459,0,3-7,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,970196,1156367,3213425,284821,1903655,,3,7
460,1,3-7,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,338264,175906,169406,5362,8351,,3,7
461,2,3-7,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,744880,578261,584904,720196,1788421,,3,7
462,3,3-7,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,-5980378,2145651,2099546,3027299,646722,,3,7
463,4,3-7,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,3137924,2097968,2103282,1081968,3417176,,3,7
464,5,3-7,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,41905,19520,983906,1396406,6491060,,3,7
465,6,3-7,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,1970701,1749822,1131535,1216219,2053366,,3,7
466,7,3-7,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,4746684,247813,129438,278099,1068955,,3,7
467,8,3-7,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,39801,107105,110465,121060,127542,,3,7
468,9,3-7,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,93635,1583227,1053035,1106359,1103584,,3,7
469,10,3-7,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,90268,166156,166156,132468,1916373,,3,7
470,11,3-7,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,-2661416,-1086273,840992,2207466,2089054,,3,7
471,12,3-7,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,3250700,339050,687789,296441,14991,,3,7
472,13,3-7,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,-8312739,343217,369408,3431554,1828680,,3,7
473,14,3-7,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,876413,2213258,2466427,2791599,1810648,,3,7
474,15,3-7,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,2805025,1480631,1486461,6577282,1814011,,3,7
475,16,3-7,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,480300,787602,803102,771422,230257,,3,7
476,17,3-7,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,83089,350920,512118,2616353,2882252,,3,7
477,18,3-7,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,38074,234903,234903,533455,673915,,3,7
478,19,3-7,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,128669,2509045,1379121,4175654,8503301,,3,7
479,20,3-7,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,9253193,388657,309079,352932,407992,,3,7
480,21,3-7,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,7153713,132250,21550,5200,61460,,3,7
481,22,3-7,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,325149,1466781,1466571,215950,142136,,3,7
482,23,3-7,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,10213318,6168955,6050595,1950508,4123558,,3,7
483,24,3-7,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,4765481,4765481,0,7200,7200,,3,7
484,0,3-8,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,212251,184917,104726,613913,2737338,,3,8
485,1,3-8,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,806314,96054,102554,191855,149627,,3,8
486,2,3-8,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,612219,808877,942615,739754,521197,,3,8
487,3,3-8,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,-14552175,3680632,3693187,2777083,6491008,,3,8
488,4,3-8,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,1283871,912366,898440,3942112,2953570,,3,8
489,5,3-8,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,-34469,87305,87305,87305,83868,,3,8
490,6,3-8,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,724643,3857587,5450824,1866027,1021857,,3,8
491,7,3-8,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,6216786,2947192,2641147,2086833,117729,,3,8
492,8,3-8,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,247397,3203338,41448,83724,68362,,3,8
493,9,3-8,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,757969,1059386,858843,66984,69758,,3,8
494,10,3-8,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,3663420,1211320,1211320,1300603,589970,,3,8
495,11,3-8,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,998464,940979,1756348,1039348,1253101,,3,8
496,12,3-8,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,2688293,2936177,2021177,647149,286297,,3,8
497,13,3-8,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,4525333,17438535,5537981,1321975,1357579,,3,8
498,14,3-8,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,236027,914246,934403,1620592,2616341,,3,8
499,15,3-8,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,276280,329534,324786,2112107,7326157,,3,8
500,16,3-8,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,64909,63136,63136,92125,769577,,3,8
501,17,3-8,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,2599452,-2008948,128575,251210,262636,,3,8
502,18,3-8,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,-769655,24320,24320,70334,300634,,3,8
503,19,3-8,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,-962416,218712,642212,435261,455182,,3,8
504,20,3-8,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,778989,259726,200126,176028,175796,,3,8
505,21,3-8,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,-5891616,28100,0,58288,54588,,3,8
506,22,3-8,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,3181645,1709615,1331927,547405,171094,,3,8
507,23,3-8,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,-1750943,6587743,6534523,104110,212709,,3,8
508,24,3-8,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,5453505,3936925,5585109,3880000,0,,3,8
509,25,3-8,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,0,24686,24686,24686,,3,8
510,0,3-9,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,12343006,11235463,11235463,11417019,290212,,3,9
511,1,3-9,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,397920,95308,95308,57384,82651,,3,9
512,2,3-9,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,6102464,567633,592871,508502,445951,,3,9
513,3,3-9,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,3899507,9640136,8272899,8771256,4302806,,3,9
514,4,3-9,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,1751994,1453772,1456789,598453,2115618,,3,9
515,5,3-9,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,3605586,1252115,1252115,838600,861557,,3,9
516,6,3-9,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,279009,1536515,1554606,2677503,1931070,,3,9
517,7,3-9,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,-564914,2099691,2102511,1412401,1248940,,3,9
518,8,3-9,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,-1973690,-3502138,272607,44959,66867,,3,9
519,9,3-9,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,27495,610605,230300,888172,888172,,3,9
520,10,3-9,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,-434902,152530,152530,52776,1490699,,3,9
521,11,3-9,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,944470,2115029,1264654,1633155,1180765,,3,9
522,12,3-9,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,2769701,6802329,3007353,948039,412991,,3,9
523,13,3-9,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,2081457,-9720584,2902371,2254918,2328929,,3,9
524,14,3-9,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,-121367,1032654,931644,44468,641087,,3,9
525,15,3-9,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,1495265,2448213,2454261,538289,1201334,,3,9
526,16,3-9,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,154092,71174,71174,104118,144673,,3,9
527,17,3-9,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,228037,538036,499060,498318,1504349,,3,9
528,18,3-9,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,47023266,4139649,4139649,33520,59080,,3,9
529,19,3-9,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,73587,137020,1258775,1639054,1486822,,3,9
530,20,3-9,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,299795,128969,191551,266102,396258,,3,9
531,21,3-9,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,11974985,168421,181894,188240,10050,,3,9
532,22,3-9,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,144584,1148650,1406147,1530985,1601936,,3,9
533,23,3-9,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,693510,1525886,1593635,6700,444166,,3,9
534,24,3-9,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,493153,101300,100000,0,3880000,,3,9
535,0,3-10,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14057238,657653,739294,72060,11357757,,3,10
536,1,3-10,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,401362,266888,266888,108870,76759,,3,10
537,2,3-10,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2633335,1966754,2765112,2070002,470717,,3,10
538,3,3-10,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,-3373461,3255878,3358166,4426216,8381395,,3,10
539,4,3-10,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,-868998,2252065,2252015,6984581,3427372,,3,10
540,5,3-10,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,-23805,57230,57230,404251,404251,,3,10
541,6,3-10,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,2236822,1157177,8656838,1343316,2493114,,3,10
542,7,3-10,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,949385,1419084,1513923,1602925,1844224,,3,10
543,8,3-10,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,51983,500477,431521,6624,3159,,3,10
544,9,3-10,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,-1528221,1258080,707299,449506,449506,,3,10
545,10,3-10,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,28004434,3586758,3586758,3719243,1293596,,3,10
546,11,3-10,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,248105,1591251,2470710,1741939,1874407,,3,10
547,12,3-10,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5982517,3150464,1330187,3171433,1303303,,3,10
548,13,3-10,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,578085,518692,405292,400613,262258,,3,10
549,14,3-10,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,-268250,223184,569644,205187,261091,,3,10
550,15,3-10,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,213727,344089,290515,2445472,461321,,3,10
551,16,3-10,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,51328,199945,199945,165835,52827,,3,10
552,17,3-10,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,161700,112859,127197,4173479,393707,,3,10
553,18,3-10,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,8944691,270196,243664,0,0,,3,10
554,19,3-10,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,2905800,35689,36740,530927,896342,,3,10
555,20,3-10,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,380103,936154,866911,175266,222128,,3,10
556,21,3-10,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,37522,20270,20270,0,181890,,3,10
557,22,3-10,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,1983202,3321896,3378796,3404876,3533220,,3,10
558,23,3-10,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,1173327,366670,366670,1528466,14586,,3,10
559,24,3-10,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,15920025,325778,384003,60700,60700,,3,10
560,0,3-11,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,-121607,14129606,14130356,922958,911102,,3,11
561,1,3-11,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,366027,365284,384257,234023,245251,,3,11
562,2,3-11,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,3983080,4639728,4527691,2959376,2431903,,3,11
563,3,3-11,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,4842967,1189464,990219,2097585,4357058,,3,11
564,4,3-11,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,1601192,930971,1075127,-4496324,979411,,3,11
565,5,3-11,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,212978,421119,421119,463850,434015,,3,11
566,6,3-11,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,3985677,1772027,1624968,1681332,1569509,,3,11
567,7,3-11,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,3231688,3290785,3616497,2426125,1796032,,3,11
568,8,3-11,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,28861608,32799,128199,82176,81731,,3,11
569,9,3-11,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,988668,1117494,1968764,1147822,523542,,3,11
570,10,3-11,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,12286146,3100253,549248,255141,4575679,,3,11
571,11,3-11,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,7271835,1663030,800839,685771,1524146,,3,11
572,12,3-11,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,2778835,7492439,10624653,6844500,2171018,,3,11
573,13,3-11,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,-11777909,106625,97412,421497,937229,,3,11
574,14,3-11,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,793537,872022,865012,1302400,245448,,3,11
575,15,3-11,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,1639763,246845,363523,587307,2555994,,3,11
576,16,3-11,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,100159,28973,25659,14710,131188,,3,11
577,17,3-11,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,406181,582962,598292,602050,206938,,3,11
578,18,3-11,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,3452465,17735022,17735022,3887764,3832550,,3,11
579,19,3-11,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,5847929,8995132,3996423,58187,59183,,3,11
580,20,3-11,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,26063352,5759598,5910052,5242100,191278,,3,11
581,21,3-11,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,1175107,10184,148983,24170,21980,,3,11
582,22,3-11,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,902397,208690,285200,1045488,1092070,,3,11
583,23,3-11,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,28945,1986926,1994939,6500408,6102443,,3,11
584,24,3-11,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,-144000,971560,971560,156303,156303,,3,11
585,25,3-11,465: MUNICIPALIDAD METROPOLITANA DE LIMA,62552,62552,62552,0,0,,3,11
586,0,3-12,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1307804,2321320,2321320,16415885,3413028,,3,12
587,1,3-12,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,7386298,4180387,4184287,4728629,1074597,,3,12
588,2,3-12,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,1936869,8722787,9125062,7516045,3374096,,3,12
589,3,3-12,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,57628,4417095,6029234,5021339,3208183,,3,12
590,4,3-12,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,2716422,3635162,4146121,10165495,2466219,,3,12
591,5,3-12,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,455067,557570,557570,578216,290600,,3,12
592,6,3-12,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,4044998,8645251,8924765,13436170,2362367,,3,12
593,7,3-12,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,-1371817,3819948,3658156,5628998,6178237,,3,12
594,8,3-12,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,-3120910,-2384440,886633,1816047,374658,,3,12
595,9,3-12,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,26273502,32465738,33198315,24407648,5846608,,3,12
596,10,3-12,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,-1454917,26485930,29036936,20851059,7303673,,3,12
597,11,3-12,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,-62317,450684,1630897,2429618,1736041,,3,12
598,12,3-12,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5595905,11448982,15145430,21197718,17451667,,3,12
599,13,3-12,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,-1704450,3425211,3525624,7561006,115605,,3,12
600,14,3-12,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,1030882,2955214,2958374,2594183,1752890,,3,12
601,15,3-12,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,768285,2442692,2456438,3035018,565543,,3,12
602,16,3-12,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,-392561,158600,158600,230609,92690,,3,12
603,17,3-12,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,129912,10754853,10781789,7322866,4497397,,3,12
604,18,3-12,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,300406,5109156,5144156,9571709,141564,,3,12
